Review,ReviewLower,ReviewClean,Fix Slang,Tokenized,Stopword,Stemmed_Text
"ini aplikasi sosmed yang paling aku suka sih soalnya lengkap buat cari apapun, dari baca au sampe nyari hal yang kita mau. banyak yang bilang kena bug tapi alhamdulilah aku ga kena bug dari app ini, tapi kadang suka ngeleg tiba tiba sih. pokonya app ini bagus deh aku kasih bintang 4 3__3","ini aplikasi sosmed yang paling aku suka sih soalnya lengkap buat cari apapun, dari baca au sampe nyari hal yang kita mau. banyak yang bilang kena bug tapi alhamdulilah aku ga kena bug dari app ini, tapi kadang suka ngeleg tiba tiba sih. pokonya app ini bagus deh aku kasih bintang 4 3__3",ini aplikasi sosmed yang paling aku suka sih soalnya lengkap buat cari apapun dari baca au sampe nyari hal yang kita mau banyak yang bilang kena bug tapi alhamdulilah aku ga kena bug dari app ini tapi kadang suka ngeleg tiba sih pokonya app ini bagus deh aku kasih bintang,ini aplikasi sosmed yang paling aku suka sih soalnya lengkap buat cari apapun dari baca au sampai mencari hal yang kita mau banyak yang bilang kena bug tapi alhamdulilah aku tidak kena bug dari app ini tapi kadang suka ngeleg tiba sih pokonya app ini bagus deh aku kasih bintang,"['ini', 'aplikasi', 'sosmed', 'yang', 'paling', 'aku', 'suka', 'sih', 'soalnya', 'lengkap', 'buat', 'cari', 'apapun', 'dari', 'baca', 'au', 'sampai', 'mencari', 'hal', 'yang', 'kita', 'mau', 'banyak', 'yang', 'bilang', 'kena', 'bug', 'tapi', 'alhamdulilah', 'aku', 'tidak', 'kena', 'bug', 'dari', 'app', 'ini', 'tapi', 'kadang', 'suka', 'ngeleg', 'tiba', 'sih', 'pokonya', 'app', 'ini', 'bagus', 'deh', 'aku', 'kasih', 'bintang']","['aplikasi', 'sosmed', 'suka', 'lengkap', 'cari', 'apapun', 'baca', 'au', 'mencari', 'bilang', 'kena', 'bug', 'alhamdulilah', 'kena', 'bug', 'app', 'kadang', 'suka', 'ngeleg', 'pokonya', 'app', 'bagus', 'deh', 'kasih', 'bintang']",aplikasi sosmed suka lengkap cari apa baca au cari bilang kena bug alhamdulilah kena bug app kadang suka ngeleg poko app bagus deh kasih bintang
"Tolong tambahkan fitur penyaring timeline sehingga user bisa memilih Twitt apa saja yang ingin tampil di timeline contoh : 1.hanya menampilkan tweet teman (tanpa ada twitt rekomendasi, retweet / akun profesional publik) 2.hanya menampilkan media (berformat video), dan jenis lainnya. Tambahkan fitur voice note di Twitter versi android dan juga tolong buat space lebih hemat dalam penggunaan paket data karena sangat menguras data kuota saat digunakan terimakasih semoga direalisasikan","tolong tambahkan fitur penyaring timeline sehingga user bisa memilih twitt apa saja yang ingin tampil di timeline contoh : 1.hanya menampilkan tweet teman (tanpa ada twitt rekomendasi, retweet / akun profesional publik) 2.hanya menampilkan media (berformat video), dan jenis lainnya. tambahkan fitur voice note di twitter versi android dan juga tolong buat space lebih hemat dalam penggunaan paket data karena sangat menguras data kuota saat digunakan terimakasih semoga direalisasikan",tolong tambahkan fitur penyaring timeline sehingga user bisa memilih twitt apa saja yang ingin tampil di timeline contoh  hanya menampilkan tweet teman tanpa ada twitt rekomendasi retweet   akun profesional publik hanya menampilkan media berformat video dan jenis lainnya tambahkan fitur voice note di twitter versi android dan juga tolong buat space lebih hemat dalam penggunaan paket data karena sangat menguras data kuota saat digunakan terimakasih semoga direalisasikan,tolong tambahkan fitur penyaring timeline sehingga user bisa memilih twitt apa saja yang ingin tampil di timeline contoh hanya menampilkan tweet teman tanpa ada twitt rekomendasi retweet akun profesional publik hanya menampilkan media berformat video dan jenis lainnya tambahkan fitur voice note di twitter versi android dan juga tolong buat space lebih hemat dalam penggunaan paket data karena sangat menguras data kuota saat digunakan terimakasih semoga direalisasikan,"['tolong', 'tambahkan', 'fitur', 'penyaring', 'timeline', 'sehingga', 'user', 'bisa', 'memilih', 'twitt', 'apa', 'saja', 'yang', 'ingin', 'tampil', 'di', 'timeline', 'contoh', 'hanya', 'menampilkan', 'tweet', 'teman', 'tanpa', 'ada', 'twitt', 'rekomendasi', 'retweet', 'akun', 'profesional', 'publik', 'hanya', 'menampilkan', 'media', 'berformat', 'video', 'dan', 'jenis', 'lainnya', 'tambahkan', 'fitur', 'voice', 'note', 'di', 'twitter', 'versi', 'android', 'dan', 'juga', 'tolong', 'buat', 'space', 'lebih', 'hemat', 'dalam', 'penggunaan', 'paket', 'data', 'karena', 'sangat', 'menguras', 'data', 'kuota', 'saat', 'digunakan', 'terimakasih', 'semoga', 'direalisasikan']","['tolong', 'tambahkan', 'fitur', 'penyaring', 'timeline', 'user', 'memilih', 'twitt', 'tampil', 'timeline', 'contoh', 'menampilkan', 'tweet', 'teman', 'twitt', 'rekomendasi', 'retweet', 'akun', 'profesional', 'publik', 'menampilkan', 'media', 'berformat', 'video', 'jenis', 'tambahkan', 'fitur', 'voice', 'note', 'twitter', 'versi', 'android', 'tolong', 'space', 'hemat', 'penggunaan', 'paket', 'data', 'menguras', 'data', 'kuota', 'terimakasih', 'semoga', 'direalisasikan']",tolong tambah fitur nyaring timeline user pilih twitt tampil timeline contoh tampil tweet teman twitt rekomendasi retweet akun profesional publik tampil media format video jenis tambah fitur voice note twitter versi android tolong space hemat guna paket data uras data kuota terimakasih moga realisasi
"Terjadi kesalahan Mulu gabisa refresh beranda dan lain lain, membuat saya tidak bisa melihat apa apa selain tulisan terjadi kesalahan. please ini kapan bisa login nya, au yang saya suka udah pada update dan saya butuh asupan au tolong diperbaiki jika sudah diperbaiki saya taikin bintang nya Gatau 2 atau 3 soalnya saya kecewa dan ku menangis:( kalau begini terus nanti saya gabisa curhat dan mengdepresot diakun gembok sendiri, dan nanti saya tambah mensedih tolong perbaiki yak:(","terjadi kesalahan mulu gabisa refresh beranda dan lain lain, membuat saya tidak bisa melihat apa apa selain tulisan terjadi kesalahan. please ini kapan bisa login nya, au yang saya suka udah pada update dan saya butuh asupan au tolong diperbaiki jika sudah diperbaiki saya taikin bintang nya gatau 2 atau 3 soalnya saya kecewa dan ku menangis:( kalau begini terus nanti saya gabisa curhat dan mengdepresot diakun gembok sendiri, dan nanti saya tambah mensedih tolong perbaiki yak:(",terjadi kesalahan mulu gabisa refresh beranda dan lain membuat saya tidak bisa melihat apa selain tulisan terjadi kesalahan please ini kapan bisa login nya au yang saya suka udah pada update dan saya butuh asupan au tolong diperbaiki jika sudah diperbaiki saya taikin bintang nya gatau  atau  soalnya saya kecewa dan ku menangis kalau begini terus nanti saya gabisa curhat dan mengdepresot diakun gembok sendiri dan nanti saya tambah mensedih tolong perbaiki yak,terjadi kesalahan melulu tidak bisa refresh beranda dan lain membuat saya tidak bisa melihat apa selain tulisan terjadi kesalahan please ini kapan bisa login nya au yang saya suka sudah pada update dan saya butuh asupan au tolong diperbaiki jika sudah diperbaiki saya taikin bintang nya tidak tahu atau soalnya saya kecewa dan ku menangis kalau begini terus nanti saya tidak bisa curahan hati dan mengdepresot diakun gembok sendiri dan nanti saya tambah mensedih tolong perbaiki yak,"['terjadi', 'kesalahan', 'melulu', 'tidak', 'bisa', 'refresh', 'beranda', 'dan', 'lain', 'membuat', 'saya', 'tidak', 'bisa', 'melihat', 'apa', 'selain', 'tulisan', 'terjadi', 'kesalahan', 'please', 'ini', 'kapan', 'bisa', 'login', 'nya', 'au', 'yang', 'saya', 'suka', 'sudah', 'pada', 'update', 'dan', 'saya', 'butuh', 'asupan', 'au', 'tolong', 'diperbaiki', 'jika', 'sudah', 'diperbaiki', 'saya', 'taikin', 'bintang', 'nya', 'tidak', 'tahu', 'atau', 'soalnya', 'saya', 'kecewa', 'dan', 'ku', 'menangis', 'kalau', 'begini', 'terus', 'nanti', 'saya', 'tidak', 'bisa', 'curahan', 'hati', 'dan', 'mengdepresot', 'diakun', 'gembok', 'sendiri', 'dan', 'nanti', 'saya', 'tambah', 'mensedih', 'tolong', 'perbaiki', 'yak']","['kesalahan', 'melulu', 'refresh', 'beranda', 'tulisan', 'kesalahan', 'please', 'login', 'au', 'suka', 'update', 'butuh', 'asupan', 'au', 'tolong', 'diperbaiki', 'diperbaiki', 'taikin', 'bintang', 'kecewa', 'menangis', 'curahan', 'hati', 'mengdepresot', 'diakun', 'gembok', 'mensedih', 'tolong', 'perbaiki', 'yak']",salah melulu refresh beranda tulis salah please login au suka update butuh asupan au tolong baik baik taikin bintang kecewa menang curah hati mengdepresot akun gembok sedih tolong baik yak
dulu twitter enggak pernah lag tapi kenapa sekarang lag mulu suka gak ada gambar padalah jaringan 4G tapi kenapa lag mulu sering muter terus kalau liat gambar/vidio kecewa banget sama twitter versi sekarang malah nambah jelek udh update bukan nya nambah bagus malah nambah jelek_–👎,dulu twitter enggak pernah lag tapi kenapa sekarang lag mulu suka gak ada gambar padalah jaringan 4g tapi kenapa lag mulu sering muter terus kalau liat gambar/vidio kecewa banget sama twitter versi sekarang malah nambah jelek udh update bukan nya nambah bagus malah nambah jelek_–👎,dulu twitter enggak pernah lag tapi kenapa sekarang lag mulu suka gak ada gambar padalah jaringan g tapi kenapa lag mulu sering muter terus kalau liat gambar vidio kecewa banget sama twitter versi sekarang malah nambah jelek udh update bukan nya nambah bagus malah nambah jelek,dulu twitter tidak pernah lag tapi kenapa sekarang lag melulu suka tidak ada gambar padalah jaringan g tapi kenapa lag melulu sering muter terus kalau lihat gambar vidio kecewa banget sama twitter versi sekarang bahkan nambah jelek sudah update bukan nya nambah bagus bahkan nambah jelek,"['dulu', 'twitter', 'tidak', 'pernah', 'lag', 'tapi', 'kenapa', 'sekarang', 'lag', 'melulu', 'suka', 'tidak', 'ada', 'gambar', 'padalah', 'jaringan', 'g', 'tapi', 'kenapa', 'lag', 'melulu', 'sering', 'muter', 'terus', 'kalau', 'lihat', 'gambar', 'vidio', 'kecewa', 'banget', 'sama', 'twitter', 'versi', 'sekarang', 'bahkan', 'nambah', 'jelek', 'sudah', 'update', 'bukan', 'nya', 'nambah', 'bagus', 'bahkan', 'nambah', 'jelek']","['twitter', 'lag', 'lag', 'melulu', 'suka', 'gambar', 'padalah', 'jaringan', 'g', 'lag', 'melulu', 'muter', 'lihat', 'gambar', 'vidio', 'kecewa', 'banget', 'twitter', 'versi', 'nambah', 'jelek', 'update', 'nambah', 'bagus', 'nambah', 'jelek']",twitter lag lag melulu suka gambar pada jaring g lag melulu muter lihat gambar vidio kecewa banget twitter versi nambah jelek update nambah bagus nambah jelek
"akhirnya tak uninstsl jg, tiap kali masuk mesti verifikasi bukan robot, ketika di verifikasi muter terus gak habis 2 terus kluar lagi kyk gitu (verifikasi bukan robot lagi) dan begitu terus sampai kiamat kurang 2 hari... koplak..","akhirnya tak uninstsl jg, tiap kali masuk mesti verifikasi bukan robot, ketika di verifikasi muter terus gak habis 2 terus kluar lagi kyk gitu (verifikasi bukan robot lagi) dan begitu terus sampai kiamat kurang 2 hari... koplak..",akhirnya tak uninstsl jg tiap kali masuk mesti verifikasi bukan robot ketika di verifikasi muter terus gak habis  terus kluar lagi kyk gitu verifikasi bukan robot lagi dan begitu terus sampai kiamat kurang  hari koplak,akhirnya tidak uninstsl juga tiap kali masuk mesti verifikasi bukan robot ketika di verifikasi muter terus tidak habis terus kluar lagi seperti begitu verifikasi bukan robot lagi dan begitu terus sampai kiamat kurang hari koplak,"['akhirnya', 'tidak', 'uninstsl', 'juga', 'tiap', 'kali', 'masuk', 'mesti', 'verifikasi', 'bukan', 'robot', 'ketika', 'di', 'verifikasi', 'muter', 'terus', 'tidak', 'habis', 'terus', 'kluar', 'lagi', 'seperti', 'begitu', 'verifikasi', 'bukan', 'robot', 'lagi', 'dan', 'begitu', 'terus', 'sampai', 'kiamat', 'kurang', 'hari', 'koplak']","['uninstsl', 'kali', 'masuk', 'mesti', 'verifikasi', 'robot', 'verifikasi', 'muter', 'habis', 'kluar', 'verifikasi', 'robot', 'kiamat', 'koplak']",uninstsl kali masuk mesti verifikasi robot verifikasi muter habis kluar verifikasi robot kiamat koplak
"kenapa twitter saya keluar sendiri sih, saya kesel, kesel bget, tiap mau scroll tweet lngsung keluar, mudah macet juga. Akhirnya saya ga bisa lagi buka twitter, padahal twitter sumber kesenangan sayaa. padahal udah saya instal ulang, saya perbaharui terus.","kenapa twitter saya keluar sendiri sih, saya kesel, kesel bget, tiap mau scroll tweet lngsung keluar, mudah macet juga. akhirnya saya ga bisa lagi buka twitter, padahal twitter sumber kesenangan sayaa. padahal udah saya instal ulang, saya perbaharui terus.",kenapa twitter saya keluar sendiri sih saya kesel bget tiap mau scroll tweet lngsung keluar mudah macet juga akhirnya saya ga bisa lagi buka twitter padahal twitter sumber kesenangan sayaa padahal udah saya instal ulang saya perbaharui terus,kenapa twitter saya keluar sendiri sih saya kesel bget tiap mau scroll tweet lngsung keluar mudah macet juga akhirnya saya tidak bisa lagi buka twitter padahal twitter sumber kesenangan sayaa padahal sudah saya instal ulang saya perbaharui terus,"['kenapa', 'twitter', 'saya', 'keluar', 'sendiri', 'sih', 'saya', 'kesel', 'bget', 'tiap', 'mau', 'scroll', 'tweet', 'lngsung', 'keluar', 'mudah', 'macet', 'juga', 'akhirnya', 'saya', 'tidak', 'bisa', 'lagi', 'buka', 'twitter', 'padahal', 'twitter', 'sumber', 'kesenangan', 'sayaa', 'padahal', 'sudah', 'saya', 'instal', 'ulang', 'saya', 'perbaharui', 'terus']","['twitter', 'kesel', 'bget', 'scroll', 'tweet', 'lngsung', 'mudah', 'macet', 'buka', 'twitter', 'twitter', 'sumber', 'kesenangan', 'sayaa', 'instal', 'ulang', 'perbaharui']",twitter kesel bget scroll tweet lngsung mudah macet buka twitter twitter sumber senang sayaa instal ulang baharu
"Video tidak dapat dimuat, gambar tidak loading, penggunaan dibatasi. Tolong makin kesini kenapa twitter malah jelek? Update Bukannya memperbaiki malah malah nambah nambahin bug aja hadehh Kembalikan Twitter jaman dulu","video tidak dapat dimuat, gambar tidak loading, penggunaan dibatasi. tolong makin kesini kenapa twitter malah jelek? update bukannya memperbaiki malah malah nambah nambahin bug aja hadehh kembalikan twitter jaman dulu",video tidak dapat dimuat gambar tidak loading penggunaan dibatasi tolong makin kesini kenapa twitter malah jelek update bukannya memperbaiki malah nambah nambahin bug aja hadehh kembalikan twitter jaman dulu,video tidak dapat dimuat gambar tidak loading penggunaan dibatasi tolong makin kesini kenapa twitter bahkan jelek update bukannya memperbaiki bahkan nambah nambahin bug saja hadehh kembalikan twitter jaman dulu,"['video', 'tidak', 'dapat', 'dimuat', 'gambar', 'tidak', 'loading', 'penggunaan', 'dibatasi', 'tolong', 'makin', 'kesini', 'kenapa', 'twitter', 'bahkan', 'jelek', 'update', 'bukannya', 'memperbaiki', 'bahkan', 'nambah', 'nambahin', 'bug', 'saja', 'hadehh', 'kembalikan', 'twitter', 'jaman', 'dulu']","['video', 'dimuat', 'gambar', 'loading', 'penggunaan', 'dibatasi', 'tolong', 'kesini', 'twitter', 'jelek', 'update', 'memperbaiki', 'nambah', 'nambahin', 'bug', 'hadehh', 'kembalikan', 'twitter', 'jaman']",video muat gambar loading guna batas tolong kesini twitter jelek update baik nambah nambahin bug hadehh kembali twitter jaman
"Kecewa sekali twitter sangat bersejarah, sekrng malah diganti nama dan logo pengembang yang baru sangat buruk. Serta fitur nya semakin aneh karena iklan dimana mana padahal saya tida memfollow akun tsb. Bad quality kangen twitter dulu. 😩","kecewa sekali twitter sangat bersejarah, sekrng malah diganti nama dan logo pengembang yang baru sangat buruk. serta fitur nya semakin aneh karena iklan dimana mana padahal saya tida memfollow akun tsb. bad quality kangen twitter dulu. 😩",kecewa sekali twitter sangat bersejarah sekrng malah diganti nama dan logo pengembang yang baru sangat buruk serta fitur nya semakin aneh karena iklan dimana mana padahal saya tida memfollow akun tsb bad quality kangen twitter dulu,kecewa sekali twitter sangat bersejarah sekrng bahkan diganti nama dan logo pengembang yang baru sangat buruk serta fitur nya semakin aneh karena iklan dimana mana padahal saya tida memfollow akun tersebut bad quality kangen twitter dulu,"['kecewa', 'sekali', 'twitter', 'sangat', 'bersejarah', 'sekrng', 'bahkan', 'diganti', 'nama', 'dan', 'logo', 'pengembang', 'yang', 'baru', 'sangat', 'buruk', 'serta', 'fitur', 'nya', 'semakin', 'aneh', 'karena', 'iklan', 'dimana', 'mana', 'padahal', 'saya', 'tida', 'memfollow', 'akun', 'tersebut', 'bad', 'quality', 'kangen', 'twitter', 'dulu']","['kecewa', 'twitter', 'bersejarah', 'sekrng', 'diganti', 'nama', 'logo', 'pengembang', 'buruk', 'fitur', 'aneh', 'iklan', 'dimana', 'tida', 'memfollow', 'akun', 'bad', 'quality', 'kangen', 'twitter']",kecewa twitter sejarah sekrng ganti nama logo kembang buruk fitur aneh iklan mana tida memfollow akun bad quality kangen twitter
"gaada angin gaada hujan tiba-tiba akun ku kena suspend, padahal akunnya cuma dibuat fangirling doang","gaada angin gaada hujan tiba-tiba akun ku kena suspend, padahal akunnya cuma dibuat fangirling doang",gaada angin gaada hujan tibatiba akun ku kena suspend padahal akunnya cuma dibuat fangirling doang,tidak ada uang angin tidak ada uang hujan tibatiba akun ku kena suspend padahal akunnya cuma dibuat fangirling saja,"['tidak', 'ada', 'uang', 'angin', 'tidak', 'ada', 'uang', 'hujan', 'tibatiba', 'akun', 'ku', 'kena', 'suspend', 'padahal', 'akunnya', 'cuma', 'dibuat', 'fangirling', 'saja']","['uang', 'angin', 'uang', 'hujan', 'tibatiba', 'akun', 'kena', 'suspend', 'akunnya', 'fangirling']",uang angin uang hujan tibatiba akun kena suspend akun fangirling
"Halo admin Twitter ini saya mau login ke akun lama tahun 2021 cuma lupa password nya, saya juga lupa nyambung in ke email, terus saya udah ganti nomor telepon tapi saya lupa ganti nomor telepon di akun juga , ini gimana min tolong bgt ga bisa masuk nya 😭😭🥹","halo admin twitter ini saya mau login ke akun lama tahun 2021 cuma lupa password nya, saya juga lupa nyambung in ke email, terus saya udah ganti nomor telepon tapi saya lupa ganti nomor telepon di akun juga , ini gimana min tolong bgt ga bisa masuk nya 😭😭🥹",halo admin twitter ini saya mau login ke akun lama tahun  cuma lupa password nya saya juga lupa nyambung in ke email terus saya udah ganti nomor telepon tapi saya lupa ganti nomor telepon di akun juga  ini gimana min tolong bgt ga bisa masuk nya,halo admin twitter ini saya mau login ke akun lama tahun cuma lupa password nya saya juga lupa nyambung in ke email terus saya sudah ganti nomor telepon tapi saya lupa ganti nomor telepon di akun juga ini bagaimana min tolong banget tidak bisa masuk nya,"['halo', 'admin', 'twitter', 'ini', 'saya', 'mau', 'login', 'ke', 'akun', 'lama', 'tahun', 'cuma', 'lupa', 'password', 'nya', 'saya', 'juga', 'lupa', 'nyambung', 'in', 'ke', 'email', 'terus', 'saya', 'sudah', 'ganti', 'nomor', 'telepon', 'tapi', 'saya', 'lupa', 'ganti', 'nomor', 'telepon', 'di', 'akun', 'juga', 'ini', 'bagaimana', 'min', 'tolong', 'banget', 'tidak', 'bisa', 'masuk', 'nya']","['halo', 'admin', 'twitter', 'login', 'akun', 'lupa', 'password', 'lupa', 'nyambung', 'email', 'ganti', 'nomor', 'telepon', 'lupa', 'ganti', 'nomor', 'telepon', 'akun', 'min', 'tolong', 'banget', 'masuk']",halo admin twitter login akun lupa password lupa nyambung email ganti nomor telepon lupa ganti nomor telepon akun min tolong banget masuk
"sebenernya twitter ni berguna dan asik banget but ada beberapa masalah yang perlu ditingkatin. Masalahnya : suka ke log out sendiri, loading foto atau video lama banget, ada limit kalo mau follow orang, gak bisa reply chat:( Tolong banget kalo bisa :D Itu aja sih semoga ke depan twitter bisa lebih baik, suka banget buka twitter soalnya karena selalu ada info2 update disitu 😃♥","sebenernya twitter ni berguna dan asik banget but ada beberapa masalah yang perlu ditingkatin. masalahnya : suka ke log out sendiri, loading foto atau video lama banget, ada limit kalo mau follow orang, gak bisa reply chat:( tolong banget kalo bisa :d itu aja sih semoga ke depan twitter bisa lebih baik, suka banget buka twitter soalnya karena selalu ada info2 update disitu 😃♥",sebenernya twitter ni berguna dan asik banget but ada beberapa masalah yang perlu ditingkatin masalahnya  suka ke log out sendiri loading foto atau video lama banget ada limit kalo mau follow orang gak bisa reply chat tolong banget kalo bisa d itu aja sih semoga ke depan twitter bisa lebih baik suka banget buka twitter soalnya karena selalu ada info update disitu,sebenernya twitter ini berguna dan asik banget but ada beberapa masalah yang perlu ditingkatin masalahnya suka ke log out sendiri loading foto atau video lama banget ada limit kalau mau follow orang tidak bisa reply chat tolong banget kalau bisa di itu saja sih semoga ke depan twitter bisa lebih baik suka banget buka twitter soalnya karena selalu ada informasi update disitu,"['sebenernya', 'twitter', 'ini', 'berguna', 'dan', 'asik', 'banget', 'but', 'ada', 'beberapa', 'masalah', 'yang', 'perlu', 'ditingkatin', 'masalahnya', 'suka', 'ke', 'log', 'out', 'sendiri', 'loading', 'foto', 'atau', 'video', 'lama', 'banget', 'ada', 'limit', 'kalau', 'mau', 'follow', 'orang', 'tidak', 'bisa', 'reply', 'chat', 'tolong', 'banget', 'kalau', 'bisa', 'di', 'itu', 'saja', 'sih', 'semoga', 'ke', 'depan', 'twitter', 'bisa', 'lebih', 'baik', 'suka', 'banget', 'buka', 'twitter', 'soalnya', 'karena', 'selalu', 'ada', 'informasi', 'update', 'disitu']","['sebenernya', 'twitter', 'berguna', 'asik', 'banget', 'ditingkatin', 'suka', 'log', 'loading', 'foto', 'video', 'banget', 'limit', 'follow', 'orang', 'reply', 'chat', 'tolong', 'banget', 'semoga', 'twitter', 'suka', 'banget', 'buka', 'twitter', 'informasi', 'update', 'disitu']",sebenernya twitter guna asik banget ditingkatin suka log loading foto video banget limit follow orang reply chat tolong banget moga twitter suka banget buka twitter informasi update situ
"Ga kayak dulu,dulu sekali jebret pesan udh langsung terkirim,tapi sekarang.. behh.. itu ngirimnya lama banget astaga.. 3 hari cuman buat ngirim pesan dan pesan itu belum kekirim,ini karna ak kelamaan update atau apa?...","ga kayak dulu,dulu sekali jebret pesan udh langsung terkirim,tapi sekarang.. behh.. itu ngirimnya lama banget astaga.. 3 hari cuman buat ngirim pesan dan pesan itu belum kekirim,ini karna ak kelamaan update atau apa?...",ga kayak duludulu sekali jebret pesan udh langsung terkirimtapi sekarang behh itu ngirimnya lama banget astaga  hari cuman buat ngirim pesan dan pesan itu belum kekirimini karna ak kelamaan update atau apa,tidak kayak duludulu sekali jebret pesan sudah langsung terkirimtapi sekarang behh itu ngirimnya lama banget astaga hari Cuma buat ngirim pesan dan pesan itu belum kekirimini karena saya kelamaan update atau apa,"['tidak', 'kayak', 'duludulu', 'sekali', 'jebret', 'pesan', 'sudah', 'langsung', 'terkirimtapi', 'sekarang', 'behh', 'itu', 'ngirimnya', 'lama', 'banget', 'astaga', 'hari', 'Cuma', 'buat', 'ngirim', 'pesan', 'dan', 'pesan', 'itu', 'belum', 'kekirimini', 'karena', 'saya', 'kelamaan', 'update', 'atau', 'apa']","['kayak', 'duludulu', 'jebret', 'pesan', 'langsung', 'terkirimtapi', 'behh', 'ngirimnya', 'banget', 'astaga', 'Cuma', 'ngirim', 'pesan', 'pesan', 'kekirimini', 'update']",kayak duludulu jebret pesan langsung terkirimtapi behh ngirimnya banget astaga cuma ngirim pesan pesan kekirimini update
Gajelas cuma log in di web laptop tiba tiba ke lock dan dipaksa log out 👎,gajelas cuma log in di web laptop tiba tiba ke lock dan dipaksa log out 👎,gajelas cuma log in di web laptop tiba ke lock dan dipaksa log out,gajelas cuma log in di web laptop tiba ke lock dan dipaksa log out,"['gajelas', 'cuma', 'log', 'in', 'di', 'web', 'laptop', 'tiba', 'ke', 'lock', 'dan', 'dipaksa', 'log', 'out']","['gajelas', 'log', 'web', 'laptop', 'lock', 'dipaksa', 'log']",gajelas log web laptop lock paksa log
"Bagus, suka banget. Retweet juga dah balik dan kadang kalo aku belum update jg dah update sendiri. Tapi fleetnya kurang suka hehe. Dan dark modenya tambahin warna2 dong kyk di twt pc biar kece 😀","bagus, suka banget. retweet juga dah balik dan kadang kalo aku belum update jg dah update sendiri. tapi fleetnya kurang suka hehe. dan dark modenya tambahin warna2 dong kyk di twt pc biar kece 😀",bagus suka banget retweet juga dah balik dan kadang kalo aku belum update jg dah update sendiri tapi fleetnya kurang suka hehe dan dark modenya tambahin warna dong kyk di twt pc biar kece,bagus suka banget retweet juga deh balik dan kadang kalau aku belum update juga deh update sendiri tapi fleetnya kurang suka he dan dark modenya tambahin warna dong seperti di twt pc biar kece,"['bagus', 'suka', 'banget', 'retweet', 'juga', 'deh', 'balik', 'dan', 'kadang', 'kalau', 'aku', 'belum', 'update', 'juga', 'deh', 'update', 'sendiri', 'tapi', 'fleetnya', 'kurang', 'suka', 'he', 'dan', 'dark', 'modenya', 'tambahin', 'warna', 'dong', 'seperti', 'di', 'twt', 'pc', 'biar', 'kece']","['bagus', 'suka', 'banget', 'retweet', 'deh', 'kadang', 'update', 'deh', 'update', 'fleetnya', 'suka', 'dark', 'modenya', 'tambahin', 'warna', 'twt', 'pc', 'biar', 'kece']",bagus suka banget retweet deh kadang update deh update fleetnya suka dark mode tambahin warna twt pc biar kece
"lumayan bagus, tapi menu slidenya terlalu mudah keluar, hanya digeser sedikit saja pada tengah layar langsung tampil menu slidenya, sedikit mengganggu.","lumayan bagus, tapi menu slidenya terlalu mudah keluar, hanya digeser sedikit saja pada tengah layar langsung tampil menu slidenya, sedikit mengganggu.",lumayan bagus tapi menu slidenya terlalu mudah keluar hanya digeser sedikit saja pada tengah layar langsung tampil menu slidenya sedikit mengganggu,lumayan bagus tapi menu slidenya terlalu mudah keluar hanya digeser sedikit saja pada tengah layar langsung tampil menu slidenya sedikit mengganggu,"['lumayan', 'bagus', 'tapi', 'menu', 'slidenya', 'terlalu', 'mudah', 'keluar', 'hanya', 'digeser', 'sedikit', 'saja', 'pada', 'tengah', 'layar', 'langsung', 'tampil', 'menu', 'slidenya', 'sedikit', 'mengganggu']","['lumayan', 'bagus', 'menu', 'slidenya', 'mudah', 'digeser', 'layar', 'langsung', 'tampil', 'menu', 'slidenya', 'mengganggu']",lumayan bagus menu slidenya mudah geser layar langsung tampil menu slidenya ganggu
